type	subject	severity	instantiates	predicate	object	object_str	source	info
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000218	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000237	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000238	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000557	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000561	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000601	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000606	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000651	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000769	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000770	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000772	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000773	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000776	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000778	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000779	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000780	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000781	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000782	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000783	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000784	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000785	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000786	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000787	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000788	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000789	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000790	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000791	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000793	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000794	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000795	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000796	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000797	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000798	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000799	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000800	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000801	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000802	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000803	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000804	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000805	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000806	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000839	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000865	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000881	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000882	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000883	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000991	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0001153	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0001306	ERROR		IAO:0000231				Incorrect object type for has_obsolescence_reason range = string should_be_iri = False
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0000371	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0000371
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0000486	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0000486
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0000634	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0000634
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0000989	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0000989
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0001167	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0001167
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0001217	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0001217
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0001757	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0001757
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0001764	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0001764
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0002051	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0002051
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0002142	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0002142
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0002200	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0002200
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0002278	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0002278
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0002381	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0002381
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0002413	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0002413
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0002469	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0002469
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0002571	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0002571
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0003050	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0003050
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0003061	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0003061
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0003155	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0003155
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0003264	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0003264
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0003473	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0003473
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0003645	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0003645
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0003680	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0003680
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0003792	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0003792
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0003878	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0003878
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0003912	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0003912
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0003924	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0003924
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0004047	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0004047
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0004064	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0004064
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0004109	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0004109
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0004351	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0004351
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0004829	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0004829
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0004905	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0004905
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0005091	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0005091
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0005210	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0005210
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0005223	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0005223
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0005335	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0005335
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0005375	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0005375
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0005459	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0005459
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0005619	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0005619
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0005651	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0005651
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0005674	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0005674
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0005730	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0005730
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0005780	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0005780
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0005817	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0005817
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0005871	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0005871
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0005990	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0005990
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0006250	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0006250
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0006260	WARNING		oio:hasAlternativeId				Deprecated slot (has_alternative_id) for MONDO:0006260
https://w3id.org/linkml/validation-model/DeprecatedPropertyComponent	MONDO:0020573	WARNING		oio:creation_date				Deprecated slot (creation_date) for MONDO:0020573
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0800167	ERROR		IAO:0000233				Incorrect object type for term_tracker_item range = string should_be_iri = False
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000030	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000045	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000049	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000127	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000128	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000136	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000140	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000182	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000184	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000212	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000218	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000237	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000238	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000241	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000275	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000333	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000354	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000406	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000418	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000476	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000508	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000528	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000529	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000557	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000559	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000561	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000575	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000581	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000601	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
http://www.w3.org/ns/shacl#DatatypeConstraintComponent	MONDO:0000606	ERROR		IAO:0000233				Incorrect datatype for term_tracker_item expected: xsd:string for string
